CPF;CLIT;safra;produto;IDADE_CLIENTE;ESCOLARIDADE;ESTADO_CIVIL;OCUPACAO;TIPO_RESIDENCIA;POSSUI_VEICULO;PORTABILIDADE;QT_DEPENDENTES;RENDA_BRUTA;RENDA_LIQUIDA;TEMPO_RELAC;QT_PRODUTOS;COMP_RENDA;limite_total;limite_utilizado;taxa_utilizacao;parcelas_mensais;margem_disponivel;max_dias_atraso_12m;scr_classificacao_risco;scr_score_risco;scr_dias_atraso;scr_valor_vencido;scr_valor_prejuizo;scr_tem_prejuizo;CLASSE;v205;v210;v220;v230;v240;v245;v250;v255;v260;v270;v280;v290
23972013614;484;2026-01;cartao_credito;49;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;2;5826.4;4452.66;41;1;0.365389788019416;37565.62;13726.09;0.3654;2128.91;0.0;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10828485429;485;2024-12;credito_pessoal;44;SUPERIOR;SOLTEIRO;EMPRESARIO;CEDIDA;SIM;NAO;0;10474.2;8451.93;32;1;0.26130275287473453;85214.49;22266.78;0.2613;2736.94;929.03;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16933198122;486;2025-12;cartao_credito;20;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;1;4343.35;3437.96;1;1;0.615562612140844;14424.74;8879.33;0.6156;2673.6;0.0;104;E;5;104;1129.55;0.0;0;1;244.76;206.46;0.0;0.0;5299.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94756774452;487;2025-06;consignado;56;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;0;24693.64;20383.48;111;5;0.13959070249001276;89800.83;12535.36;0.1396;3447.0;5195.77;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43679392919;488;2024-12;financiamento_veiculos;50;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;3;16068.01;13302.65;56;2;0.2205713610286577;132801.45;29292.2;0.2206;3544.14;2079.66;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25736279620;489;2025-12;consignado;33;FUNDAM;SOLTEIRO;AUTONOMO;ALUGADA;NAO;SIM;1;1412.0;1113.82;5;5;0.9408132526479245;12340.01;11609.64;0.9408;1328.43;0.0;208;G;7;208;1122.82;0.0;0;1;191.0;344.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29940667540;490;2025-06;consignado;18;FUNDAM;CASADO;APOSENTADO;ALUGADA;SIM;NAO;0;1680.38;1308.94;8;5;0.663804012332306;8163.69;5419.09;0.6638;1115.44;0.0;266;E;5;266;3829.5;0.0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72361218867;491;2024-01;credito_pessoal;33;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;8425.77;6406.5;24;5;0.3570720351675265;51908.29;18535.0;0.3571;3008.61;0.0;46;C;3;46;735.52;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95982691831;492;2025-12;credito_pessoal;32;SUPERIOR;SOLTEIRO;EMPRESARIO;PROPRIA;NAO;SIM;0;9940.36;8056.0;49;1;0.18621260132275147;74181.02;13813.44;0.1862;1851.02;1628.11;47;C;3;47;172.76;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30165750022;493;2024-01;financiamento_veiculos;43;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;SIM;0;15431.16;11832.06;83;5;0.22570691231917728;109591.13;24735.48;0.2257;3482.92;1917.99;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43599047085;494;2026-01;consignado;42;MEDIO;CASADO;AUTONOMO;ALUGADA;NAO;NAO;1;9245.06;7253.56;65;1;0.09486361168344493;29998.87;2845.8;0.0949;877.02;2358.75;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33972481848;495;2026-01;consignado;20;SUPERIOR;DIVORCIADO;ASSALARIADO;CEDIDA;SIM;SIM;2;10010.59;7687.59;33;2;0.20348106081248868;94730.99;19275.96;0.2035;2036.97;1466.74;6;C;3;6;2759.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37431292814;496;2024-12;credito_pessoal;59;SUPERIOR;SOLTEIRO;AUTONOMO;ALUGADA;NAO;SIM;2;11678.77;9123.71;61;5;0.15850329760277376;78449.89;12434.57;0.1585;1851.12;2236.45;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66814694641;497;2025-06;consignado;32;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;1;10064.42;7750.39;8;4;0.28191632898985086;65474.47;18458.32;0.2819;2837.32;685.23;2;C;3;2;1002.93;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61281813493;498;2024-12;financiamento_veiculos;50;SUPERIOR;CASADO;APOSENTADO;PROPRIA;SIM;NAO;2;25810.51;19884.84;96;2;0.11178229955948493;232743.96;26016.66;0.1118;2885.16;6148.52;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77091412349;499;2025-12;cartao_credito;18;FUNDAM;SOLTEIRO;ASSALARIADO;ALUGADA;NAO;NAO;1;1412.0;1156.57;2;1;0.8876496711985025;12467.68;11066.93;0.8876;1253.36;0.0;57;H;8;57;1608.81;3312.76;1;1;461.83;0.0;993.01;0.0;3117.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59942943373;500;2024-06;consignado;31;MEDIO;SOLTEIRO;ASSALARIADO;FINANCIADA;NAO;SIM;1;1880.16;1492.89;1;4;0.9222190054900327;9039.05;8335.98;0.9222;1733.92;0.0;72;H;8;72;2953.96;3114.04;1;1;1135.23;312.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1636.26
19230021919;501;2025-12;financiamento_veiculos;24;FUNDAM;DIVORCIADO;AUTONOMO;PROPRIA;SIM;NAO;0;3572.04;2983.24;34;4;0.6572939454478154;27177.72;17863.75;0.6573;2347.88;0.0;52;E;5;52;2498.83;6466.56;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86721661332;502;2026-01;cartao_credito;40;FUNDAM;CASADO;ASSALARIADO;PROPRIA;SIM;SIM;1;3385.93;2611.73;74;4;0.3943361562964999;30165.14;11895.21;0.3943;1335.19;0.0;13;C;3;13;1804.16;0.0;0;0;796.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94980449445;503;2024-01;consignado;35;FUNDAM;SOLTEIRO;EMPRESARIO;FINANCIADA;SIM;NAO;1;4889.27;3942.37;66;1;0.07718567084710667;20773.11;1603.39;0.0772;377.38;1333.86;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45267413566;504;2024-12;consignado;36;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;NAO;NAO;1;3735.86;3020.67;16;2;0.32453779441231445;15066.04;4889.5;0.3245;1212.43;95.12;160;E;5;160;1632.36;5560.27;1;1;1784.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57195637863;505;2024-12;imobiliario;35;MEDIO;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;1;3393.17;2587.73;25;5;0.45960357646127814;30369.48;13957.92;0.4596;1559.51;0.0;1;D;4;1;2610.87;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67482513256;506;2024-12;cartao_credito;43;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;0;24404.49;19822.07;87;1;0.07781281842337981;154257.4;12003.2;0.0778;1898.98;6642.59;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63089020995;507;2024-12;cartao_credito;18;MEDIO;SOLTEIRO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;1;2337.29;1923.04;7;2;0.5178475708652974;12444.47;6444.34;0.5178;1210.36;0.0;47;E;5;47;1851.48;3523.49;1;1;148.82;352.68;0.0;0.0;4638.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55010319684;508;2025-06;consignado;37;MEDIO;DIVORCIADO;ASSALARIADO;PROPRIA;NAO;NAO;2;3701.15;2949.64;35;1;0.517644898202069;33947.25;17572.62;0.5176;1915.88;0.0;9;C;3;9;32.55;0.0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18385322762;509;2026-01;credito_pessoal;21;FUNDAM;CASADO;EMPRESARIO;ALUGADA;SIM;SIM;2;2540.75;2072.76;14;5;0.7627971765950825;7664.71;5846.62;0.7628;1938.08;0.0;162;G;7;162;917.65;0.0;0;1;1570.82;1333.03;1009.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21157273226;510;2025-12;cartao_credito;47;SUPERIOR;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;1;6643.77;5258.08;6;1;0.3799684608300171;38260.17;14537.66;0.38;2524.42;0.0;12;C;3;12;908.76;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51751663623;511;2024-12;consignado;22;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;1;9701.32;8129.41;9;4;0.19593222320788453;72502.62;14205.6;0.1959;1900.8;1494.66;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20940512995;512;2026-01;credito_pessoal;57;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;3;9467.34;7324.63;65;1;0.15727367732393416;32752.34;5151.08;0.1573;1488.96;1824.61;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12143871313;513;2025-06;credito_pessoal;41;MEDIO;SOLTEIRO;EMPRESARIO;FINANCIADA;SIM;NAO;4;2492.92;1981.14;22;3;0.8471776883851321;13650.54;11564.43;0.8472;2111.95;0.0;249;G;7;249;9532.98;9654.46;1;1;164.5;318.85;2426.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17191221583;514;2024-06;consignado;39;MEDIO;SOLTEIRO;APOSENTADO;ALUGADA;NAO;SIM;2;2017.98;1570.21;14;1;0.7345185577318744;17546.77;12888.43;0.7345;1482.24;0.0;99;G;7;99;18744.89;2018.26;1;1;403.84;1716.86;0.0;0.0;1273.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21363979367;515;2025-12;credito_pessoal;53;SUPERIOR;SOLTEIRO;ASSALARIADO;PROPRIA;NAO;NAO;0;27558.52;21864.39;117;3;0.1165026284548282;150444.92;17527.23;0.1165;3210.64;6434.84;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95293286246;516;2024-01;cartao_credito;33;SUPERIOR;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;1;28003.61;22002.81;113;2;0.1491266712897394;235095.16;35058.96;0.1491;4176.09;5625.17;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28145324387;517;2024-12;cartao_credito;46;POS;CASADO;AUTONOMO;PROPRIA;SIM;SIM;3;23013.54;18663.01;28;1;0.18897896010318066;111279.71;21029.52;0.189;4349.07;3705.67;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35154896253;518;2025-12;cartao_credito;28;POS;SOLTEIRO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;2;8888.91;7142.05;17;3;0.5068212349043246;64423.95;32651.43;0.5068;4505.09;0.0;16;D;4;16;2431.2;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78234043689;519;2025-06;consignado;19;FUNDAM;CASADO;SERVIDOR PUBLICO;ALUGADA;SIM;NAO;1;1795.02;1492.89;1;5;0.868645902235031;11370.29;9876.76;0.8686;1559.24;0.0;122;G;7;122;1267.13;0.0;0;1;434.92;746.08;648.88;0.0;877.73;0.0;0.0;0.0;0.0;0.0;0.0;2156.83
86834664173;520;2024-12;credito_pessoal;41;SUPERIOR;CASADO;ASSALARIADO;FINANCIADA;SIM;NAO;0;30448.8;25531.34;58;2;0.01;282691.58;2826.92;0.01;304.49;10352.59;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50663896889;521;2024-06;consignado;40;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;1;7540.16;5850.91;38;5;0.3311230238206907;65525.54;21697.01;0.3311;2496.72;142.34;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69976757397;522;2024-12;consignado;51;MEDIO;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;2;8686.61;7261.86;37;1;0.2042353725707243;65510.57;13379.58;0.2042;1774.11;1266.2;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96282827811;523;2024-01;imobiliario;23;MEDIO;CASADO;ASSALARIADO;ALUGADA;NAO;NAO;1;1412.0;1182.73;3;4;0.777664395455857;7297.41;5674.94;0.7777;1098.06;0.0;183;H;8;183;2441.61;0.0;0;1;1271.53;1548.84;904.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35217046796;524;2026-01;credito_pessoal;22;FUNDAM;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;NAO;0;2825.57;2350.13;9;2;0.5494955667289052;15626.85;8586.88;0.5495;1552.64;0.0;167;G;7;167;4658.13;0.0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96064670538;525;2025-12;financiamento_veiculos;29;MEDIO;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;1;2773.8;2253.16;29;4;0.46588279725011716;17029.04;7933.54;0.4659;1292.27;0.0;187;E;5;187;3312.34;2843.54;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98152580560;526;2024-01;consignado;31;MEDIO;SOLTEIRO;AUTONOMO;PROPRIA;NAO;NAO;0;5491.09;4503.8;36;5;0.36785626886129064;31964.49;11758.34;0.3679;2019.93;0.0;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43462710770;527;2025-12;imobiliario;41;POS;SOLTEIRO;SERVIDOR PUBLICO;ALUGADA;SIM;SIM;1;27727.49;22547.06;60;2;0.1616306046162076;83251.2;13455.94;0.1616;4481.61;5223.01;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70365130866;528;2024-06;consignado;37;FUNDAM;DIVORCIADO;ASSALARIADO;ALUGADA;SIM;SIM;3;5667.79;4597.36;61;5;0.13579545135091503;26921.0;3655.75;0.1358;769.66;1214.07;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85630569659;529;2025-06;credito_pessoal;35;MEDIO;DIVORCIADO;AUTONOMO;PROPRIA;SIM;NAO;0;20732.61;16617.83;80;5;0.06077069966311103;168661.72;10249.69;0.0608;1259.94;5996.47;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38244077189;530;2024-12;consignado;18;MEDIO;DIVORCIADO;SERVIDOR PUBLICO;PROPRIA;NAO;NAO;2;3174.27;2580.69;15;1;0.6470946629933452;26837.81;17366.6;0.6471;2054.05;0.0;96;F;6;96;5260.27;2712.4;1;1;525.83;2317.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99132921838;531;2026-01;cartao_credito;35;FUNDAM;SOLTEIRO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;2;2703.19;2095.93;29;4;0.54695484760893;16454.78;9000.02;0.547;1478.52;0.0;76;D;4;76;211.46;0.0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85426348033;532;2026-01;credito_pessoal;26;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;NAO;0;3031.9;2445.16;4;4;0.7845679826029167;16071.74;12609.37;0.7846;2378.73;0.0;468;H;8;468;16582.07;0.0;0;1;184.5;879.83;1567.3;0.0;4291.36;0.0;0.0;0.0;0.0;0.0;0.0;2456.29
44099577859;533;2025-12;cartao_credito;22;FUNDAM;DIVORCIADO;EMPRESARIO;ALUGADA;SIM;NAO;1;1412.0;1111.63;8;3;0.9104358444535564;6854.44;6240.53;0.9104;1285.54;0.0;64;H;8;64;2396.42;0.0;0;1;324.47;613.37;0.0;0.0;1375.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57594956628;534;2024-12;credito_pessoal;47;MEDIO;SOLTEIRO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;1;3471.71;2903.29;40;1;0.2846504667078195;32921.13;9371.02;0.2847;988.22;226.88;4;C;3;4;406.76;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77752738179;535;2026-01;cartao_credito;26;FUNDAM;SOLTEIRO;SERVIDOR PUBLICO;ALUGADA;NAO;NAO;0;2764.38;2250.9;1;4;0.5805423230292794;10711.47;6218.46;0.5805;1604.84;0.0;9;C;3;9;177.22;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84978838141;536;2024-01;financiamento_veiculos;36;FUNDAM;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;1;2158.31;1653.33;25;5;0.8217667275558281;17700.96;14546.06;0.8218;1773.63;0.0;126;E;5;126;3159.65;1962.64;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51727239298;537;2024-06;financiamento_veiculos;41;FUNDAM;CASADO;APOSENTADO;PROPRIA;SIM;SIM;1;1496.14;1140.17;7;3;0.7021743200375978;7827.29;5496.12;0.7022;1050.55;0.0;91;G;7;91;3107.05;8885.95;1;1;993.22;0.0;734.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2628.02
82596236140;538;2024-12;consignado;36;POS;CASADO;ASSALARIADO;ALUGADA;SIM;NAO;1;24033.09;19014.83;57;2;0.17594577242399426;123066.28;21652.99;0.1759;4228.52;4183.06;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67620355930;539;2025-06;consignado;49;POS;SOLTEIRO;EMPRESARIO;PROPRIA;SIM;NAO;2;14682.25;11537.69;38;5;0.35977728343068244;66777.22;24024.93;0.3598;5282.34;0.0;0;B;2;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33367886751;540;2024-06;credito_pessoal;53;MEDIO;CASADO;AUTONOMO;PROPRIA;SIM;SIM;0;11373.06;9191.61;77;1;0.16927709096161386;57574.23;9746.0;0.1693;1925.2;2055.37;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27323213686;541;2026-01;consignado;18;FUNDAM;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;1446.37;1138.36;4;4;0.7866493895552232;10493.73;8254.89;0.7866;1137.79;0.0;125;H;8;125;2411.91;2065.86;1;1;543.42;1437.94;1118.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12819166034;542;2024-06;consignado;40;FUNDAM;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;1;4191.94;3471.87;12;3;0.3386009761016339;37194.03;12593.93;0.3386;1419.39;47.79;43;C;3;43;1118.85;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23719762639;543;2025-06;credito_pessoal;37;MEDIO;SOLTEIRO;EMPRESARIO;PROPRIA;SIM;NAO;2;6932.56;5615.54;53;5;0.27752400313033576;61862.53;17168.34;0.2775;1923.95;502.45;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30484028664;544;2024-06;cartao_credito;35;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;SIM;1;6731.64;5309.76;49;5;0.19376736899235678;36566.45;7085.38;0.1938;1304.37;1051.7;0;B;2;0;0.0;0.0;0;0;1511.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92255275383;545;2026-01;credito_pessoal;34;MEDIO;SOLTEIRO;SERVIDOR PUBLICO;PROPRIA;NAO;SIM;0;4795.1;3807.78;24;2;0.27589962586690653;18998.16;5241.59;0.2759;1322.97;355.32;41;C;3;41;342.5;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46628341614;546;2026-01;consignado;50;MEDIO;CASADO;APOSENTADO;ALUGADA;NAO;NAO;1;10978.32;8771.23;74;4;0.21973957972746555;77974.61;17134.11;0.2197;2412.37;1430.04;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87334552368;547;2024-01;credito_pessoal;43;SUPERIOR;CASADO;EMPRESARIO;CEDIDA;SIM;NAO;1;26714.94;21353.81;84;3;0.07106774308305856;126394.54;8982.57;0.0711;1898.57;7451.66;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88091333932;548;2025-06;financiamento_veiculos;41;SUPERIOR;SOLTEIRO;EMPRESARIO;PROPRIA;SIM;SIM;0;9386.68;7613.8;58;1;0.31300421956658336;77158.95;24151.08;0.313;2938.07;347.27;4;C;3;4;453.76;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24842790162;549;2024-06;consignado;18;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;6023.35;4817.49;13;5;0.35679318522688536;37630.78;13426.41;0.3568;2149.09;0.0;8;C;3;8;1167.09;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13095132675;550;2024-06;consignado;37;FUNDAM;DIVORCIADO;AUTONOMO;ALUGADA;SIM;NAO;4;2729.98;2164.91;17;4;0.4541995644775059;15251.53;6927.24;0.4542;1239.96;0.0;1;D;4;1;298.1;0.0;0;1;193.15;0.0;1564.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61195548284;551;2024-06;credito_pessoal;49;MEDIO;CASADO;ASSALARIADO;PROPRIA;SIM;NAO;0;3114.84;2610.73;29;5;0.165309050327574;18147.12;2999.88;0.1653;514.91;575.28;20;C;3;20;3608.69;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55150975393;552;2024-01;consignado;31;MEDIO;SOLTEIRO;ASSALARIADO;ALUGADA;SIM;NAO;0;2768.95;2107.74;13;4;0.6076775857998795;11757.98;7145.06;0.6077;1682.63;0.0;169;G;7;169;22021.83;9575.48;1;1;862.4;1026.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19925245883;553;2024-12;credito_pessoal;51;MEDIO;CASADO;EMPRESARIO;ALUGADA;SIM;SIM;2;5719.2;4438.47;43;5;0.26436086258696667;35452.7;9372.31;0.2644;1511.93;489.79;13;C;3;13;785.68;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58229116877;554;2026-01;consignado;33;POS;SOLTEIRO;ASSALARIADO;PROPRIA;SIM;SIM;2;16415.64;13026.11;7;2;0.3293175926517723;87998.2;28979.36;0.3293;5405.96;339.51;39;C;3;39;91.58;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21250348196;555;2025-06;cartao_credito;19;FUNDAM;CASADO;ASSALARIADO;FINANCIADA;SIM;NAO;2;2224.05;1788.37;10;3;0.8799671908204242;20667.2;18186.46;0.88;1957.09;0.0;143;E;5;143;1579.56;0.0;0;1;300.84;747.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14248844841;556;2024-12;consignado;50;POS;SOLTEIRO;EMPRESARIO;ALUGADA;SIM;SIM;0;24515.08;20220.37;48;4;0.2621449191805272;215646.65;56530.67;0.2621;6426.5;2153.78;3;B;2;3;0.0;0.0;0;1;1052.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95391252680;557;2024-01;cartao_credito;53;POS;CASADO;EMPRESARIO;ALUGADA;NAO;NAO;2;41230.64;34564.57;91;2;0.11710385649522334;172554.36;20206.78;0.1171;4828.27;9602.45;0;AA;0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65292528637;558;2024-06;cartao_credito;45;MEDIO;SOLTEIRO;ASSALARIADO;FINANCIADA;SIM;NAO;0;14799.46;12138.41;62;5;0.12963206343161837;50488.61;6544.94;0.1296;1918.48;3261.33;0;A;1;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31266691845;559;2025-06;consignado;21;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;0;5347.0;4403.44;43;2;0.263219414422531;19090.97;5025.11;0.2632;1407.43;464.02;57;E;5;57;1423.98;6814.34;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52687382260;560;2024-01;cartao_credito;54;SUPERIOR;CASADO;SERVIDOR PUBLICO;PROPRIA;SIM;SIM;1;10095.96;8080.51;44;5;0.22566828602276826;75228.98;16976.79;0.2257;2278.34;1255.25;29;C;3;29;325.23;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
